     tau         EL         x1         y1         z1         x2         y2         z2
   30000   -3.99238   -0.44354   -1.16622    0.39268   -0.04631   -0.13623    0.07627 
   30100   -3.98541    0.07037    0.05903    0.07550    0.01718    0.75366   -0.43702 
   30200   -3.99671    0.20124    0.24448   -0.10142   -0.08820    0.40606   -0.15834 
   30300   -3.99716   -0.34552   -0.39174    0.24829    0.10082    0.19459   -0.20187 
   30400   -3.98683   -0.25741   -0.15678   -0.15656   -0.15789   -0.04674    0.00252 
   30500   -4.00567   -0.21966    0.59296   -0.39910    0.53300   -1.84916   -0.43098 
   30600   -3.99865    0.09261    0.14359    0.37148    0.02121    0.20750    0.43508 
   30700   -4.00138    0.05818   -0.44338   -0.50801   -0.27058   -0.28208   -0.31244 
   30800   -3.99851    0.72511    0.15467   -0.06121   -0.14651    0.26815   -0.05133 
   30900   -4.00067   -0.04024    0.37368    0.05546   -0.56761    0.03751   -0.69256 
   31000   -4.00500    0.26656   -0.20790    0.70248    0.48166   -0.57806   -0.96782 
   31100   -4.00108   -0.13672    0.09066    0.37535   -0.66576    0.35867   -0.42941 
   31200   -4.00327   -0.28070   -0.40967    0.27310   -0.77956    0.58690    0.24407 
