     tau         EL         x1         y1         z1         x2         y2         z2
   30100   -2.97574   -0.51346    0.57453   -0.14544    0.33372   -0.05890   -0.33061 
   30200   -1.86932    0.22845   -0.75288   -0.67451   -0.07422   -0.26958   -0.85554 
   30300   -0.76779   -0.02994   -0.40815    0.42434    0.03260   -0.14031    0.33058 
   30400    1.87580   -0.28152   -0.37324    0.14832   -0.11722   -0.39120    0.14599 
   30500   -4.21849    0.02236    0.08942   -0.10405    0.13685    1.00494   -0.49225 
   30600   -3.13317   -0.11088   -0.06105    0.38369    0.37528    0.07629   -0.57364 
   30700   -2.85813   -0.12172   -0.27128    0.38611   -0.62788   -0.48683   -0.47667 
   30800   -2.60654    0.05419    0.21281   -0.23598    0.18248    0.03324    0.07705 
   30900   -2.49718    0.05511   -0.17638    0.05717    0.08366   -0.53790    0.27445 
   31000   -3.51992   -0.26811   -0.69914    0.27373   -0.13581    0.14980    0.05295 
   31100   -5.14476   -0.04735    0.02054   -0.06955    0.06412   -0.55590   -0.45041 
   31200   -3.22151   -0.33541    0.93562   -0.98863    0.39239   -0.14988    0.05821 
   31300   -2.70977   -0.92655   -0.00989   -0.09532   -0.08529   -0.58384   -0.52946 
   31400   -3.36387   -0.54103    0.41655    2.21873   -0.22096    0.12978    0.25066 
   31500   -3.43068    1.81015   -0.11814    1.49727   -0.33982    0.15025   -0.10775 
